"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 11 20:18:42 COT 2024","Thu Apr 11 20:18:47 COT 2024","4861","","Iniciar session Y comprar un articulo exitosamente","","Iniciar session Y comprar un articulo exitosamente","Iniciar Sesion","Iniciar Sesion",""
